Gender,Marital_Status,Income_Category,Customer_Age,Credit_Limit,Total_Revolving_Bal
F,Married,$40K - $60K,39,2725.0,2302
F,Married,Unknown,47,2675.0,1999
M,Married,$60K - $80K,42,1438.3,0
M,Married,$120K +,50,13478.0,0
F,Divorced,Less than $40K,46,2841.0,1807
F,Married,Less than $40K,33,1830.0,1777
M,Single,$120K +,37,2360.0,1204
M,Married,$60K - $80K,43,3717.0,1882
F,Married,Less than $40K,56,1438.3,0
M,Divorced,$60K - $80K,42,2289.0,1195
F,Married,Unknown,56,5338.0,0
F,Single,Less than $40K,44,1438.3,894
M,Married,$60K - $80K,40,2276.0,1372
F,Unknown,$40K - $60K,43,4091.0,1108
M,Married,$80K - $120K,45,3798.0,1570
F,Married,Less than $40K,47,1778.0,822
F,Single,Less than $40K,38,2920.0,2426
F,Married,Less than $40K,49,1938.0,0
F,Divorced,Less than $40K,62,4049.0,1685
M,Married,$80K - $120K,45,1438.3,1162
M,Single,$60K - $80K,40,10880.0,2025
M,Married,$60K - $80K,51,3451.0,2006
M,Divorced,$60K - $80K,41,20749.0,2171
F,Single,Less than $40K,49,2481.0,1568
M,Single,$60K - $80K,61,2415.0,2050
F,Single,Less than $40K,33,1438.3,0
F,Single,Unknown,45,7600.0,1574
F,Single,Less than $40K,35,1438.3,0
F,Married,Less than $40K,41,2601.0,1861
F,Married,Unknown,48,2625.0,2517
M,Single,$60K - $80K,49,5578.0,0
F,Married,Less than $40K,52,3698.0,0
F,Married,$40K - $60K,51,1438.3,1141
F,Unknown,Less than $40K,45,1795.0,1058
F,Single,Less than $40K,42,1933.0,1127
M,Married,$120K +,41,27169.0,0
F,Single,Less than $40K,30,2367.0,1220
F,Married,Less than $40K,54,5642.0,541
F,Married,Less than $40K,60,3239.0,2356
F,Married,Less than $40K,52,3040.0,2517
F,Single,$40K - $60K,37,3680.0,683
M,Married,$60K - $80K,44,1787.0,0
M,Married,$60K - $80K,52,4752.0,2437
F,Single,Unknown,46,1706.0,0
F,Married,Unknown,45,8103.0,0
M,Married,$60K - $80K,43,3764.0,1780
F,Single,Less than $40K,40,5492.0,1573
F,Divorced,Less than $40K,39,3554.0,747
F,Unknown,Less than $40K,44,3170.0,2330
F,Single,Unknown,49,2464.0,1601
M,Single,Less than $40K,41,3429.0,1504
M,Married,$60K - $80K,50,2021.0,1578
F,Married,Less than $40K,54,2444.0,1313
F,Married,Unknown,39,2751.0,1158
F,Single,$40K - $60K,52,9017.0,2359
F,Married,$40K - $60K,51,2107.0,1663
F,Single,Less than $40K,46,2029.0,1074
M,Married,$120K +,48,32777.0,0
M,Married,$120K +,50,4607.0,0
F,Married,Unknown,52,23486.0,0
F,Married,Unknown,54,1997.0,0
F,Married,$40K - $60K,40,3144.0,1787
F,Divorced,$40K - $60K,47,2725.0,1851
F,Single,Less than $40K,53,1874.0,994
M,Single,$120K +,45,7135.0,2517
F,Married,Unknown,35,3379.0,587
F,Married,$40K - $60K,48,2804.0,1057
M,Divorced,$60K - $80K,44,16553.0,0
F,Single,Unknown,41,2246.0,0
F,Single,Unknown,42,2875.0,1892
F,Married,Unknown,51,3668.0,0
F,Single,$40K - $60K,45,2853.0,2517
F,Single,Less than $40K,50,2382.0,1419
F,Single,Less than $40K,54,2830.0,1779
F,Married,Unknown,47,24987.0,824
F,Married,Less than $40K,52,3705.0,2168
F,Single,Less than $40K,49,1675.0,0
F,Divorced,$40K - $60K,47,1439.0,0
F,Single,$40K - $60K,54,4440.0,0
F,Married,Less than $40K,52,2563.0,1765
F,Married,Less than $40K,46,1896.0,1738
F,Married,Less than $40K,39,2190.0,0
F,Married,Less than $40K,55,2596.0,1929
F,Single,$40K - $60K,44,4196.0,561
F,Single,Less than $40K,43,1616.0,966
M,Single,$60K - $80K,42,6618.0,1738
F,Single,Less than $40K,50,2477.0,0
F,Single,$40K - $60K,38,3040.0,1908
M,Single,$60K - $80K,41,4697.0,1046
M,Married,$40K - $60K,51,4436.0,2222
F,Divorced,Less than $40K,44,13138.0,0
M,Unknown,$60K - $80K,46,1438.3,681
F,Married,Less than $40K,38,3297.0,1554
M,Single,$60K - $80K,46,6272.0,1434
M,Single,$40K - $60K,54,5608.0,1775
M,Married,$60K - $80K,42,9906.0,1759
F,Married,Less than $40K,30,1621.0,1046
F,Married,Less than $40K,49,2305.0,1173
F,Single,$40K - $60K,54,9525.0,2517
M,Single,$80K - $120K,41,4742.0,2221
M,Single,$120K +,51,3168.0,2147
F,Married,Less than $40K,37,2939.0,1388
F,Divorced,Less than $40K,44,2724.0,1288
F,Married,Unknown,46,6990.0,876
M,Unknown,$60K - $80K,45,1870.0,0
F,Married,$40K - $60K,55,1438.3,0
F,Married,$40K - $60K,55,4629.0,710
M,Single,$120K +,50,34516.0,1134
F,Single,Less than $40K,36,1558.0,261
M,Married,$60K - $80K,45,13093.0,2517
F,Divorced,$40K - $60K,45,1438.3,0
F,Unknown,$40K - $60K,41,4451.0,0
M,Single,$60K - $80K,44,6426.0,0
F,Single,Less than $40K,47,2761.0,1950
F,Single,$40K - $60K,38,2148.0,1103
F,Divorced,$40K - $60K,49,2485.0,1648
F,Single,$40K - $60K,39,3394.0,2517
F,Married,$40K - $60K,50,3367.0,1747
F,Married,$40K - $60K,50,4154.0,1060
F,Married,Less than $40K,47,2154.0,1628
F,Divorced,Less than $40K,54,2506.0,1784
F,Divorced,Less than $40K,46,1774.0,1115
F,Single,Unknown,43,3287.0,1697
F,Married,Unknown,42,1821.0,935
M,Unknown,$80K - $120K,49,34516.0,2517
F,Single,$40K - $60K,45,3918.0,2070
F,Married,Unknown,49,5455.0,2091
F,Single,Less than $40K,41,2372.0,0
F,Single,Less than $40K,45,1492.0,0
F,Single,Less than $40K,44,1550.0,716
F,Single,Less than $40K,58,2669.0,2048
M,Single,$60K - $80K,42,3311.0,841
F,Single,Less than $40K,51,3068.0,2071
F,Single,Unknown,55,2721.0,0
F,Single,$40K - $60K,37,3050.0,2517
F,Married,Unknown,60,3356.0,1664
F,Married,$40K - $60K,42,2647.0,1245
F,Married,Less than $40K,50,2407.0,1102
F,Married,Unknown,52,2233.0,1790
M,Unknown,$80K - $120K,42,32106.0,0
F,Married,Less than $40K,48,2089.0,1262
F,Divorced,Less than $40K,48,2185.0,1495
F,Unknown,Less than $40K,44,4057.0,755
F,Married,$40K - $60K,44,3183.0,2517
F,Unknown,Less than $40K,45,2699.0,1583
M,Single,$80K - $120K,57,17096.0,1762
F,Married,Less than $40K,50,2897.0,0
F,Unknown,Less than $40K,46,6568.0,0
F,Married,Unknown,40,1622.0,972
F,Single,Less than $40K,51,1438.3,718
F,Single,$40K - $60K,34,1677.0,0
F,Married,Unknown,48,7884.0,745
F,Married,Less than $40K,57,1860.0,0
F,Married,Unknown,48,8074.0,2426
F,Married,Less than $40K,47,2124.0,1573
F,Single,Less than $40K,48,3413.0,1715
F,Married,Less than $40K,41,2178.0,1408
F,Single,Unknown,47,2446.0,1899
F,Single,Less than $40K,37,3967.0,1476
F,Married,Unknown,45,4146.0,2027
F,Unknown,Unknown,26,34516.0,2403
F,Unknown,Less than $40K,58,1869.0,1255
F,Single,Unknown,46,2168.0,1334
F,Married,Less than $40K,49,2096.0,1276
M,Single,$60K - $80K,41,7293.0,993
F,Married,Unknown,46,1438.3,0
M,Single,$40K - $60K,42,1438.3,686
F,Single,Less than $40K,57,2298.0,1540
F,Single,Unknown,48,3829.0,836
F,Married,Less than $40K,58,1517.0,920
F,Unknown,Less than $40K,46,13427.0,1507
M,Married,$80K - $120K,53,16747.0,0
F,Married,Unknown,58,9926.0,2216
F,Unknown,Less than $40K,54,2691.0,811
F,Married,$40K - $60K,42,1456.0,0
F,Single,Less than $40K,43,2005.0,1263
F,Married,Less than $40K,35,4790.0,1189
F,Married,Less than $40K,46,3123.0,1639
F,Unknown,Less than $40K,42,5471.0,2517
M,Married,$120K +,53,13670.0,0
M,Single,$60K - $80K,52,3460.0,0
M,Married,$40K - $60K,48,3202.0,2517
F,Married,Less than $40K,31,1438.3,0
M,Single,$60K - $80K,50,2296.0,1371
F,Single,Less than $40K,54,1476.0,0
F,Single,Unknown,35,12287.0,770
F,Single,Less than $40K,41,2470.0,1566
M,Unknown,$120K +,46,24431.0,892
M,Married,Less than $40K,41,1950.0,998
F,Married,Less than $40K,49,6615.0,0
F,Single,Unknown,47,5756.0,860
F,Single,Unknown,55,1438.3,0
F,Single,Less than $40K,32,1438.3,713
F,Married,Less than $40K,50,1912.0,0
F,Single,Unknown,45,4549.0,1631
F,Unknown,Less than $40K,45,1979.0,1305
F,Married,$40K - $60K,40,2803.0,1747
F,Married,Less than $40K,45,2548.0,2250
F,Married,Less than $40K,45,1457.0,828
F,Married,Less than $40K,32,1438.3,0
F,Single,$40K - $60K,59,1980.0,1409
F,Married,Less than $40K,48,2216.0,1262
F,Divorced,$40K - $60K,57,4262.0,2517
F,Married,Less than $40K,42,2573.0,1742
F,Married,$40K - $60K,55,5431.0,2007
F,Married,Less than $40K,43,3092.0,909
F,Married,Less than $40K,37,2984.0,0
F,Married,Unknown,48,2186.0,1017
M,Single,Less than $40K,34,2669.0,1649
F,Married,Less than $40K,50,1789.0,1156
F,Single,Less than $40K,36,2835.0,2511
F,Single,Less than $40K,44,1558.0,879
M,Single,$80K - $120K,47,7299.0,0
F,Single,Less than $40K,56,3556.0,0
F,Married,Less than $40K,45,1438.3,834
F,Single,Unknown,35,1507.0,0
F,Married,Unknown,51,7551.0,0
F,Single,Less than $40K,38,2468.0,872
F,Married,Less than $40K,42,2515.0,1453
F,Unknown,Unknown,59,9076.0,0
M,Single,$60K - $80K,45,10699.0,1099
M,Married,$80K - $120K,34,1439.0,0
F,Married,Unknown,44,7212.0,1008
F,Single,$40K - $60K,54,3089.0,1177
M,Unknown,$80K - $120K,46,11250.0,0
F,Married,Less than $40K,53,1665.0,964
M,Single,$120K +,54,2456.0,1654
M,Married,$60K - $80K,47,11773.0,0
F,Single,$40K - $60K,43,1438.3,0
F,Single,$40K - $60K,41,3104.0,1954
F,Unknown,Unknown,48,2337.0,0
F,Married,Less than $40K,50,4060.0,2336
F,Single,Less than $40K,42,3428.0,2209
M,Married,$40K - $60K,44,12967.0,2517
M,Single,Less than $40K,45,2326.0,642
F,Married,Unknown,39,4376.0,855
M,Married,$60K - $80K,46,12745.0,0
M,Single,$60K - $80K,39,1790.0,891
F,Unknown,Less than $40K,40,2969.0,0
M,Single,$40K - $60K,43,4970.0,1588
F,Single,$40K - $60K,49,5400.0,1426
F,Unknown,Unknown,46,2069.0,0
F,Married,Unknown,52,3192.0,0
F,Single,Less than $40K,48,2105.0,1072
M,Single,$80K - $120K,44,1876.0,861
F,Unknown,Less than $40K,57,1462.0,0
F,Single,$40K - $60K,40,2351.0,1337
F,Single,Less than $40K,54,1719.0,0
F,Single,$40K - $60K,47,1438.3,0
F,Married,Less than $40K,26,2516.0,2378
F,Single,$40K - $60K,33,4883.0,0
M,Single,$80K - $120K,38,3413.0,1801
F,Single,$40K - $60K,59,1852.0,0
F,Married,Unknown,35,3339.0,2014
F,Single,Less than $40K,45,3785.0,2517
M,Single,$40K - $60K,61,2228.0,1480
F,Unknown,Less than $40K,55,3626.0,795
F,Married,$40K - $60K,58,2194.0,1302
F,Married,Less than $40K,41,2665.0,1936
M,Married,$40K - $60K,42,2444.0,0
F,Married,Less than $40K,45,3335.0,2238
F,Married,Less than $40K,45,2726.0,2127
F,Married,Less than $40K,51,1665.0,1521
F,Married,Less than $40K,40,2734.0,1661
F,Single,Less than $40K,57,1727.0,996
F,Married,Unknown,50,19349.0,615
M,Single,$60K - $80K,53,13409.0,1168
F,Single,Less than $40K,45,1438.3,0
F,Single,$40K - $60K,42,6330.0,1573
F,Married,Less than $40K,49,2575.0,2517
F,Married,$40K - $60K,55,3391.0,1696
F,Married,Less than $40K,48,5298.0,0
F,Married,Less than $40K,44,2540.0,1561
M,Single,$60K - $80K,63,14324.0,2507
F,Married,Less than $40K,48,2876.0,1628
F,Married,Less than $40K,41,1504.0,970
F,Single,Less than $40K,45,1839.0,0
F,Married,Less than $40K,54,1685.0,0
F,Unknown,Less than $40K,48,4850.0,1022
F,Married,Less than $40K,40,2840.0,2517
F,Single,$40K - $60K,47,2977.0,1927
F,Single,Unknown,45,34516.0,0
F,Single,Less than $40K,39,1961.0,0
F,Married,Less than $40K,53,2156.0,1198
F,Married,$40K - $60K,53,2772.0,2414
F,Married,Less than $40K,29,2832.0,1819
F,Single,Less than $40K,44,1552.0,1375
M,Single,$40K - $60K,46,6362.0,0
M,Divorced,Less than $40K,40,11409.0,1658
F,Single,Less than $40K,40,1965.0,0
F,Married,$40K - $60K,42,1622.0,0
F,Married,Less than $40K,38,1736.0,1319
F,Single,Unknown,54,8827.0,0
M,Married,$80K - $120K,49,24256.0,1076
F,Single,$40K - $60K,52,1915.0,1445
F,Single,Less than $40K,38,1438.3,0
F,Married,Unknown,44,2006.0,1030
F,Divorced,Less than $40K,44,5594.0,1235
F,Married,Unknown,52,3505.0,2517
F,Unknown,Less than $40K,56,1667.0,595
F,Single,Less than $40K,47,1636.0,0
F,Married,Less than $40K,52,3281.0,911
F,Single,Less than $40K,50,1477.0,0
F,Married,Less than $40K,44,1905.0,0
M,Single,$60K - $80K,39,6146.0,0
M,Married,$40K - $60K,53,2672.0,1604
M,Married,$60K - $80K,42,13426.0,0
M,Divorced,$40K - $60K,48,9104.0,145
M,Married,$80K - $120K,47,30300.0,1166
M,Married,$80K - $120K,51,7088.0,1750
F,Married,$40K - $60K,56,1872.0,661
F,Married,$40K - $60K,33,2874.0,2517
M,Single,$40K - $60K,36,6763.0,1660
M,Divorced,$120K +,57,24379.0,1116
F,Single,Less than $40K,39,2867.0,1365
M,Unknown,$60K - $80K,59,13172.0,0
F,Single,Less than $40K,41,2201.0,2104
F,Married,Less than $40K,29,3261.0,2517
F,Married,$40K - $60K,39,5027.0,0
F,Unknown,$40K - $60K,47,1811.0,0
M,Married,$60K - $80K,49,2465.0,1334
F,Single,Less than $40K,43,7584.0,1834
F,Married,Less than $40K,46,4065.0,2517
M,Divorced,$80K - $120K,60,28930.0,0
M,Married,$80K - $120K,48,4963.0,2115
M,Married,$60K - $80K,50,2049.0,0
M,Divorced,$60K - $80K,47,1943.0,0
F,Married,$40K - $60K,56,3485.0,1465
M,Married,$80K - $120K,43,23459.0,2305
F,Single,Less than $40K,51,2306.0,1627
M,Married,$80K - $120K,42,18177.0,841
F,Unknown,Less than $40K,49,3252.0,2517
F,Single,Less than $40K,47,2894.0,2117
M,Married,$80K - $120K,44,34516.0,1807
M,Married,$120K +,44,34516.0,2517
M,Single,$120K +,53,34516.0,2435
M,Single,$40K - $60K,41,7839.0,1544
M,Married,$120K +,49,16494.0,1158
M,Married,$60K - $80K,49,6224.0,2201
F,Married,Less than $40K,42,6078.0,1478
M,Single,$80K - $120K,50,21322.0,2216
M,Married,$40K - $60K,51,1590.0,1273
F,Divorced,Less than $40K,52,1986.0,1411
M,Single,$60K - $80K,48,15618.0,0
M,Married,$80K - $120K,44,34496.0,1665
F,Single,$40K - $60K,40,2544.0,1713
M,Unknown,$80K - $120K,42,4765.0,1516
F,Single,Unknown,43,16583.0,1797
M,Married,Less than $40K,42,6153.0,974
F,Married,Less than $40K,42,15987.0,1187
F,Single,Less than $40K,51,5139.0,1799
F,Single,Less than $40K,61,3421.0,2266
M,Single,$40K - $60K,59,11000.0,1013
F,Married,Less than $40K,46,2490.0,0
M,Unknown,$80K - $120K,51,34516.0,814
F,Married,Less than $40K,48,2490.0,1582
F,Single,$40K - $60K,44,2055.0,0
M,Single,$40K - $60K,56,14344.0,2014
F,Single,Less than $40K,42,3453.0,1010
M,Divorced,$60K - $80K,40,20304.0,0
F,Single,Less than $40K,61,8283.0,1444
M,Single,$80K - $120K,45,11318.0,2082
M,Single,$80K - $120K,49,2384.0,1919
M,Married,$60K - $80K,47,11919.0,2347
F,Married,Less than $40K,45,2948.0,968
M,Unknown,$60K - $80K,43,5397.0,1265
M,Married,$60K - $80K,42,12294.0,2517
M,Unknown,$80K - $120K,42,7253.0,0
F,Married,Unknown,43,21922.0,1467
M,Married,$60K - $80K,40,13452.0,2517
F,Married,Unknown,50,24735.0,2296
F,Single,$40K - $60K,53,4942.0,2119
M,Married,$40K - $60K,49,14973.0,0
M,Single,$80K - $120K,44,19719.0,1303
M,Unknown,$80K - $120K,49,29690.0,2517
F,Married,Unknown,42,6751.0,1192
F,Married,Less than $40K,43,9484.0,2451
F,Single,Less than $40K,51,4333.0,1848
F,Unknown,Less than $40K,40,2481.0,2119
F,Single,Less than $40K,57,3059.0,1744
M,Single,$120K +,51,34516.0,1925
M,Divorced,$80K - $120K,49,25178.0,1803
M,Single,Less than $40K,61,7169.0,629
M,Single,$60K - $80K,62,18224.0,1383
M,Single,$80K - $120K,39,34516.0,2017
M,Divorced,$60K - $80K,52,4813.0,0
F,Single,Unknown,38,24965.0,2517
F,Single,Less than $40K,50,12569.0,2167
M,Divorced,$120K +,43,34516.0,2517
F,Single,Less than $40K,53,8259.0,1182
M,Married,$60K - $80K,42,13804.0,1903
F,Single,Unknown,43,5700.0,1904
F,Married,Less than $40K,43,6448.0,1464
M,Divorced,$60K - $80K,57,5479.0,1200
F,Married,Less than $40K,50,3749.0,1594
M,Single,$120K +,48,30210.0,1946
M,Married,$120K +,41,5807.0,1143
M,Married,$60K - $80K,44,3605.0,0
F,Single,$40K - $60K,44,17077.0,2179
F,Married,Less than $40K,43,5380.0,1337
M,Married,$80K - $120K,51,34516.0,761
M,Married,$80K - $120K,47,27720.0,2414
F,Single,$40K - $60K,47,18341.0,1060
M,Single,$120K +,38,27712.0,2130
M,Single,$40K - $60K,46,8285.0,1359
F,Unknown,$40K - $60K,41,19704.0,0
M,Unknown,$80K - $120K,47,21325.0,2197
M,Married,$80K - $120K,41,34516.0,2109
F,Single,$40K - $60K,49,7045.0,1293
M,Single,$80K - $120K,44,14388.0,2517
F,Single,Less than $40K,48,3874.0,460
M,Married,$60K - $80K,44,4752.0,0
F,Married,Unknown,50,34516.0,2096
F,Single,Less than $40K,59,7484.0,1939
F,Married,Unknown,49,34516.0,1273
M,Single,$80K - $120K,42,34516.0,2253
M,Married,$60K - $80K,52,18336.0,2077
M,Unknown,$40K - $60K,46,2259.0,1346
M,Married,$40K - $60K,41,10682.0,1334
F,Married,Less than $40K,39,8587.0,1324
F,Single,Less than $40K,46,5494.0,2142
F,Married,Less than $40K,45,1946.0,1183
M,Single,$60K - $80K,53,6228.0,1738
M,Married,$80K - $120K,42,7537.0,1239
F,Single,Less than $40K,44,13609.0,1432
F,Married,Unknown,47,34516.0,2517
M,Married,$60K - $80K,46,34516.0,713
F,Single,Less than $40K,38,15987.0,1766
F,Divorced,Less than $40K,46,2391.0,1625
M,Unknown,$120K +,39,34516.0,1082
M,Single,$60K - $80K,47,20811.0,1302
M,Unknown,$60K - $80K,46,34516.0,1426
M,Married,$40K - $60K,45,3735.0,2113
F,Married,$40K - $60K,50,2275.0,2138
F,Married,Less than $40K,43,7350.0,1360
M,Married,$40K - $60K,48,1913.0,1405
F,Unknown,Less than $40K,50,4249.0,789
F,Unknown,$40K - $60K,40,2136.0,1250
M,Married,$40K - $60K,46,18956.0,1694
M,Single,$60K - $80K,45,13445.0,1186
M,Single,Less than $40K,53,8979.0,1289
F,Married,Less than $40K,49,6674.0,1402
F,Single,Less than $40K,52,6265.0,1677
M,Married,$80K - $120K,47,34516.0,1913
M,Single,$80K - $120K,47,34516.0,1264
M,Single,$60K - $80K,43,13165.0,1255
M,Divorced,$80K - $120K,49,9959.0,1143
F,Divorced,$40K - $60K,40,9243.0,2019
F,Single,Less than $40K,53,4737.0,1649
F,Married,$40K - $60K,51,2710.0,0
M,Single,$40K - $60K,46,2000.0,1739
M,Single,$80K - $120K,41,34516.0,2098
F,Married,Less than $40K,42,8798.0,1509
M,Unknown,$120K +,50,24670.0,1623
M,Divorced,$80K - $120K,51,23453.0,0
M,Single,$120K +,44,34516.0,1106
M,Married,$60K - $80K,49,6139.0,1585
F,Married,$40K - $60K,51,14800.0,1020
F,Single,$40K - $60K,53,9815.0,1699
F,Single,Less than $40K,49,3919.0,2278
M,Single,Unknown,59,12265.0,1412
F,Married,$40K - $60K,47,3256.0,2035
M,Single,$80K - $120K,50,19000.0,2389
M,Single,$120K +,44,34516.0,1635
M,Married,$60K - $80K,48,13197.0,0
M,Single,$60K - $80K,47,22599.0,0
M,Married,$60K - $80K,43,23457.0,2517
M,Unknown,$80K - $120K,40,5238.0,2077
M,Single,$80K - $120K,41,31560.0,1298
F,Single,Less than $40K,46,6218.0,2517
M,Divorced,Unknown,47,34516.0,2019
M,Unknown,$60K - $80K,44,29572.0,1584
F,Unknown,Less than $40K,52,2743.0,1705
M,Single,$80K - $120K,39,2844.0,2065
F,Single,Less than $40K,53,9678.0,1710
M,Married,$80K - $120K,49,26882.0,1673
F,Married,Less than $40K,52,5207.0,1121
M,Divorced,$40K - $60K,46,15034.0,1356
F,Divorced,$40K - $60K,44,3107.0,1995
F,Single,$40K - $60K,52,12214.0,2379
M,Married,$80K - $120K,52,23070.0,1701
F,Single,Less than $40K,50,2167.0,988
M,Single,$80K - $120K,55,34516.0,810
M,Married,$60K - $80K,45,6895.0,2314
M,Married,$80K - $120K,44,25894.0,2517
F,Single,Less than $40K,46,3138.0,986
M,Single,$120K +,49,12055.0,1858
F,Single,Unknown,53,16592.0,1435
F,Single,Unknown,60,34516.0,1542
M,Unknown,Unknown,47,33184.0,855
F,Single,$40K - $60K,54,10753.0,1845
M,Unknown,$80K - $120K,39,9959.0,1501
F,Married,Less than $40K,46,2069.0,1101
F,Married,Less than $40K,43,11362.0,1871
M,Divorced,$120K +,53,34516.0,1337
M,Married,$60K - $80K,44,20001.0,0
M,Married,$40K - $60K,48,8786.0,1559
M,Single,$80K - $120K,41,7142.0,1917
F,Single,Less than $40K,45,4477.0,2517
F,Unknown,$40K - $60K,41,5357.0,1272
M,Married,$80K - $120K,51,34516.0,0
M,Single,$80K - $120K,44,2367.0,1606
M,Single,$60K - $80K,39,23402.0,958
M,Unknown,Less than $40K,40,4587.0,1771
M,Married,$120K +,41,6565.0,1130
F,Married,Unknown,46,6030.0,0
M,Single,$120K +,50,6982.0,0
M,Married,Less than $40K,50,5128.0,0
M,Unknown,$60K - $80K,48,9405.0,0
M,Married,$80K - $120K,49,34516.0,1118
M,Married,$120K +,49,14646.0,1448
M,Married,$80K - $120K,41,12578.0,2517
F,Unknown,$40K - $60K,36,4370.0,1222
F,Single,$40K - $60K,52,3416.0,1970
M,Married,$60K - $80K,42,6224.0,0
F,Married,Less than $40K,49,10741.0,2517
M,Single,$60K - $80K,41,34516.0,687
M,Unknown,$120K +,50,34516.0,1514
F,Single,$40K - $60K,53,6058.0,0
M,Married,$80K - $120K,49,8561.0,915
M,Single,$80K - $120K,46,9959.0,0
F,Single,Less than $40K,51,7645.0,2076
M,Single,$60K - $80K,51,1922.0,1124
F,Married,Less than $40K,51,5625.0,1640
F,Single,Less than $40K,54,2274.0,708
M,Divorced,$120K +,46,34516.0,1802
M,Married,$40K - $60K,43,9422.0,2108
F,Married,Unknown,48,7469.0,2474
F,Single,Less than $40K,43,3849.0,1281
M,Married,$120K +,41,34516.0,0
M,Married,$80K - $120K,49,4778.0,1351
F,Single,Unknown,51,34516.0,1873
F,Unknown,$40K - $60K,47,5168.0,2265
F,Single,Less than $40K,53,3199.0,0
F,Single,Unknown,55,21046.0,1631
M,Married,$120K +,51,34516.0,2452
F,Married,Less than $40K,40,6540.0,0
F,Single,Less than $40K,60,8141.0,1811
F,Married,Unknown,40,33441.0,686
F,Unknown,Unknown,46,5496.0,1816
F,Married,Less than $40K,42,3794.0,1544
F,Single,Less than $40K,46,5785.0,2130
F,Married,Unknown,51,19387.0,810
F,Single,Unknown,43,2838.0,1934
F,Married,Less than $40K,41,4086.0,1974
M,Married,$80K - $120K,47,31987.0,0
M,Single,$40K - $60K,43,9043.0,1974
F,Single,Less than $40K,47,11128.0,2517
M,Single,$40K - $60K,51,3062.0,2058
F,Unknown,$40K - $60K,44,23981.0,2135
M,Married,$80K - $120K,44,34516.0,942
F,Single,$40K - $60K,39,22054.0,1146
F,Unknown,Less than $40K,53,2199.0,693
M,Unknown,$80K - $120K,45,9303.0,1580
M,Single,$120K +,47,34516.0,1342
M,Divorced,$40K - $60K,40,7566.0,1618
F,Married,Unknown,50,11343.0,0
F,Married,Unknown,47,15155.0,1287
M,Single,$80K - $120K,55,10795.0,0
F,Married,Less than $40K,44,6633.0,1322
F,Single,Unknown,54,8572.0,2128
M,Married,$80K - $120K,40,34516.0,2330
M,Married,$80K - $120K,50,34516.0,2517
M,Single,$60K - $80K,49,14895.0,0
F,Single,Less than $40K,49,2636.0,1257
F,Unknown,Less than $40K,39,9511.0,2220
M,Single,$120K +,43,10896.0,2517
F,Married,Less than $40K,43,8401.0,1085
F,Divorced,Unknown,45,12406.0,1980
F,Divorced,Unknown,47,6769.0,274
F,Married,Less than $40K,45,2737.0,0
F,Unknown,Unknown,34,32292.0,1731
M,Married,$120K +,52,34516.0,1588
F,Unknown,Less than $40K,33,15987.0,1992
M,Married,$60K - $80K,43,34516.0,1085
M,Married,$40K - $60K,42,2437.0,1718
M,Single,$80K - $120K,49,4557.0,985
M,Single,$40K - $60K,55,10949.0,829
F,Unknown,Less than $40K,39,10398.0,1630
F,Single,$40K - $60K,40,22361.0,1873
M,Single,$80K - $120K,46,3841.0,1411
M,Single,$80K - $120K,46,34516.0,1954
M,Single,$120K +,58,34516.0,0
F,Married,Less than $40K,44,10877.0,1802
M,Married,$40K - $60K,42,5848.0,1481
M,Married,$60K - $80K,50,11552.0,1970
M,Married,$80K - $120K,46,11901.0,2517
M,Unknown,$80K - $120K,37,2273.0,0
F,Unknown,Less than $40K,57,3082.0,2507
M,Single,$40K - $60K,52,9298.0,1898
F,Single,$40K - $60K,62,4136.0,0
M,Unknown,$60K - $80K,45,12399.0,1461
M,Single,$80K - $120K,57,15030.0,1395
F,Married,Less than $40K,44,6441.0,2151
F,Married,Unknown,42,7469.0,837
F,Single,Less than $40K,40,3569.0,1054
M,Unknown,Less than $40K,47,2781.0,1950
M,Married,$120K +,51,34516.0,1991
F,Married,Less than $40K,45,4174.0,2507
M,Married,$60K - $80K,50,23223.0,628
M,Married,Less than $40K,46,6954.0,1502
F,Single,Less than $40K,47,7136.0,2345
F,Single,Less than $40K,43,1820.0,0
M,Married,$40K - $60K,52,2937.0,1633
F,Single,Less than $40K,46,6636.0,2399
M,Married,$60K - $80K,41,31497.0,2192
M,Married,$120K +,52,34516.0,0
F,Married,Less than $40K,52,1959.0,1022
M,Married,$80K - $120K,51,34516.0,989
M,Single,$60K - $80K,49,7801.0,2018
M,Single,$120K +,55,6455.0,1837
M,Divorced,$40K - $60K,46,11343.0,1175
M,Married,$40K - $60K,43,23981.0,593
F,Single,Less than $40K,46,2879.0,0
M,Married,$80K - $120K,49,7667.0,2191
M,Single,$120K +,41,34516.0,1022
M,Single,$80K - $120K,37,6713.0,1590
M,Married,$120K +,51,10984.0,1429
M,Married,$120K +,50,34516.0,2517
M,Single,$60K - $80K,57,23058.0,1534
M,Married,$120K +,40,17606.0,1377
M,Married,$120K +,52,34516.0,1464
F,Divorced,$40K - $60K,45,18000.0,1829
F,Married,Less than $40K,48,5550.0,2517
F,Single,Less than $40K,39,1621.0,0
F,Married,Less than $40K,49,3244.0,0
M,Married,$40K - $60K,45,5800.0,1434
F,Married,Less than $40K,43,2550.0,1421
M,Divorced,$60K - $80K,45,34516.0,1509
M,Single,$120K +,38,10874.0,2415
M,Single,$80K - $120K,54,13769.0,0
M,Divorced,$40K - $60K,39,17894.0,304
